well,target,removed_feature,model,n_features,features,r2_train,r2_test,elapsed_sec,formula
ZXX3,YMOD,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9906,-26.9578,0.0,linear_multi
ZXX3,YMOD,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9955,0.8213,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,YMOD,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9976,0.5981,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,YMOD,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9945,0.7383,4.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SMOD,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7804,0.8827,0.0,-0.5055 * DTC + 50.67
ZXX3,SMOD,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9899,-37.5087,0.0,linear_multi
ZXX3,SMOD,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9956,0.8652,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SMOD,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9975,0.7065,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SMOD,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9978,0.7549,2.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,POIS,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9925,0.9571,0.0,0.3425 * RMSC + -0.3503
ZXX3,POIS,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9929,0.7686,0.0,linear_multi
ZXX3,POIS,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9992,0.9245,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,POIS,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9947,0.841,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,POIS,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.988,-0.0061,3.8,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SHMAX,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.2466,0.5545,0.0,45.26 * RMSC + 42.8
ZXX3,SHMAX,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.4002,-2717.7721,0.0,linear_multi
ZXX3,SHMAX,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9216,0.3205,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SHMAX,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9085,0.4486,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SHMAX,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7844,-5.6256,7.5,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,YMOD,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9515,0.7806,0.0,-978.1 * DTC + 1.089e+05
ZXX6,YMOD,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.993,-16.2778,0.0,linear_multi
ZXX6,YMOD,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9932,-0.0949,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX6,YMOD,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9986,0.0407,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,YMOD,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9951,-11981.5345,5.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SMOD,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8879,0.7748,0.0,-0.3773 * DTC + 43.57
ZXX6,SMOD,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9926,-30.5149,0.0,linear_multi
ZXX6,SMOD,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.99,-0.0911,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX6,SMOD,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9976,-0.0191,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SMOD,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9956,-28073.7122,1.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,POIS,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.996,0.8803,0.0,0.4803 * RMSC + -0.5716
ZXX6,POIS,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9968,0.0361,0.0,linear_multi
ZXX6,POIS,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.6893,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX6,POIS,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9892,0.5698,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,POIS,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9655,-20617.693,1.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SHMAX,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.0218,0.0714,0.0,-0.01658 * LLD + 88.68
ZXX6,SHMAX,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9218,-0.0031,0.0,linear_multi
ZXX6,SHMAX,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9865,-0.0288,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX6,SHMAX,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9947,-0.029,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SHMAX,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9649,-51.3761,4.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,YMOD,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6689,0.6188,0.0,-1781 * CNL + 6.772e+04
ZXX7,YMOD,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9952,-11.6836,0.0,linear_multi
ZXX7,YMOD,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.997,0.8141,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX7,YMOD,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9993,0.7617,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,YMOD,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9949,-476.4213,2.7,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,SMOD,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6584,0.6685,0.0,-0.7174 * CNL + 26.72
ZXX7,SMOD,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9949,-22.9871,0.0,linear_multi
ZXX7,SMOD,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.7382,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX7,SMOD,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9992,0.7656,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,SMOD,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9984,-1106.3861,1.8,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,POIS,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9648,0.9083,0.0,0.3244 * RMSC + -0.3077
ZXX7,POIS,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9722,-16.9475,0.0,linear_multi
ZXX7,POIS,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9924,0.8856,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX7,POIS,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9904,0.9196,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,POIS,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9883,-915.1389,3.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,SHMAX,DTS,Linear_single,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.0492,-0.1668,0.0,-0.05987 * LLD + -575.7
ZXX7,SHMAX,DTS,Linear_multi,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.886,-40556.7149,0.0,linear_multi
ZXX7,SHMAX,DTS,RF,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.991,-11.9397,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX7,SHMAX,DTS,XGBoost,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",1.0,-11.894,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX7,SHMAX,DTS,MLP_BP,8,"['DTC', 'DEN', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9977,-64894.6267,4.3,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,YMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6082,0.6993,0.0,-583.7 * DTC + 8.058e+04
ZXX2,YMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8515,-1.6669,0.0,linear_multi
ZXX2,YMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9732,0.3787,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,YMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9728,0.3438,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,YMOD,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.917,-990.2376,7.8,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,SMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7701,0.5068,0.0,-0.1125 * DTS + 28.1
ZXX2,SMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8674,-1.5111,0.0,linear_multi
ZXX2,SMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9791,0.262,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,SMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9769,0.0662,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,SMOD,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9839,-800.6448,5.4,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,POIS,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9844,0.8928,0.0,0.3068 * RMSC + -0.2756
ZXX2,POIS,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9865,0.5661,0.0,linear_multi
ZXX2,POIS,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9998,0.8225,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,POIS,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.7743,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,POIS,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.992,-13701.9352,2.0,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX2,SHMAX,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.6111,0.6782,0.0,-0.3944 * DTS + 170.8
ZXX2,SHMAX,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7931,-6.6077,0.0,linear_multi
ZXX2,SHMAX,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9471,0.1301,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX2,SHMAX,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9717,-0.0905,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX2,SHMAX,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9662,-15584.5081,6.5,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,YMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8398,0.9247,0.0,-1263 * DTC + 1.277e+05
ZXX3,YMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9822,-41.7897,0.0,linear_multi
ZXX3,YMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.996,0.8147,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,YMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9972,0.7943,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,YMOD,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9903,0.6559,4.4,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9602,0.9044,0.0,-0.2509 * DTS + 47.41
ZXX3,SMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9828,-53.5776,0.0,linear_multi
ZXX3,SMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.997,0.8825,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9976,0.847,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SMOD,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9929,0.4075,2.5,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,POIS,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9925,0.9571,0.0,0.3425 * RMSC + -0.3503
ZXX3,POIS,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9929,0.8821,0.0,linear_multi
ZXX3,POIS,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9992,0.9238,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX3,POIS,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9947,0.8439,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,POIS,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9766,-1.3076,1.9,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX3,SHMAX,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.2466,0.5545,0.0,45.26 * RMSC + 42.8
ZXX3,SHMAX,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.4013,-2820.0656,0.0,linear_multi
ZXX3,SHMAX,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9315,0.1436,0.5,"RF(n=300, depth=10, leaf=5)"
ZXX3,SHMAX,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9083,0.4276,0.3,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX3,SHMAX,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.7854,-35.1922,8.6,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,YMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9515,0.7806,0.0,-978.1 * DTC + 1.089e+05
ZXX6,YMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.972,-90.303,0.0,linear_multi
ZXX6,YMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9927,-0.087,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,YMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9968,0.0507,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,YMOD,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9764,-10049.681,3.4,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8879,0.7748,0.0,-0.3773 * DTC + 43.57
ZXX6,SMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9691,-146.4569,0.0,linear_multi
ZXX6,SMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9919,-0.0418,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,SMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9959,0.0549,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SMOD,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9942,-45371.6814,2.2,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,POIS,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.996,0.8803,0.0,0.4803 * RMSC + -0.5716
ZXX6,POIS,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9972,0.2764,0.0,linear_multi
ZXX6,POIS,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.998,0.6897,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,POIS,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9892,0.5698,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,POIS,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9761,-34420.6685,1.1,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX6,SHMAX,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.0218,0.0714,0.0,-0.01658 * LLD + 88.68
ZXX6,SHMAX,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.8939,0.0023,0.0,linear_multi
ZXX6,SHMAX,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9856,-0.0287,0.3,"RF(n=300, depth=10, leaf=5)"
ZXX6,SHMAX,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9938,-0.029,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
ZXX6,SHMAX,DEN,MLP_BP,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9611,-58.5256,2.9,"MLP-BP(128,64,32, adaptive_lr, ES)"
ZXX7,YMOD,DEN,Linear_single,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9339,0.9072,0.0,-688.8 * DTS + 1.283e+05
ZXX7,YMOD,DEN,Linear_multi,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9876,0.4595,0.0,linear_multi
ZXX7,YMOD,DEN,RF,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9976,0.9147,0.4,"RF(n=300, depth=10, leaf=5)"
ZXX7,YMOD,DEN,XGBoost,8,"['DTC', 'DTS', 'GR', 'CNL', 'LLD', 'LLS', 'RMSC', 'CAL']",0.9992,0.8957,0.2,"XGB(n=300, depth=4, lr=0.05, reg)"
